22573282.000000	chr17	83257441	143046	1333810	chrE1	61081816	+	15337720	16309277	9
6788.000000	chr17	83257441	178144	178241	chrE1	61081816	+	15365612	15365709	11506
23036.000000	chr17	83257441	183544	183939	chrE1	61081816	+	15369739	15370128	1491
9443.000000	chr17	83257441	244768	245065	chrE1	61081816	-	59963676	59963939	6525
16329.000000	chr17	83257441	244814	245224	chrE1	61081816	+	49219462	49220074	2559
3746.000000	chr17	83257441	244816	244929	chrE1	61081816	+	58032674	58032793	24662
8435.000000	chr17	83257441	244816	245020	chrE1	61081816	+	49219746	49219957	7971
16118.000000	chr17	83257441	244816	245285	chrE1	61081816	+	58032736	58033308	2604
21210.000000	chr17	83257441	244816	248517	chrE1	61081816	+	58032581	58036529	1663
28519.000000	chr17	83257441	244816	245491	chrE1	61081816	+	49219104	49220355	1058
8636.000000	chr17	83257441	244817	245036	chrE1	61081816	+	58033083	58033312	7629
18960.000000	chr17	83257441	244817	245384	chrE1	61081816	+	1122240	1122779	1979
21687.000000	chr17	83257441	244817	245484	chrE1	61081816	+	3668272	3668924	1606
17613.000000	chr17	83257441	244822	245491	chrE1	61081816	+	1278480	1279189	2244
14897.000000	chr17	83257441	244826	245375	chrE1	61081816	+	3749956	3750504	2973
19241.000000	chr17	83257441	244839	245554	chrE1	61081816	+	1122240	1122820	1936
16614.000000	chr17	83257441	244847	245275	chrE1	61081816	+	49219395	49219953	2483
7259.000000	chr17	83257441	244858	245054	chrE1	61081816	+	1122243	1122425	10340
8076.000000	chr17	83257441	244882	245119	chrE1	61081816	+	1122385	1122637	8577
15212.000000	chr17	83257441	244913	245326	chrE1	61081816	+	1122318	1122779	2877
12430.000000	chr17	83257441	244972	245312	chrE1	61081816	-	59963606	59963913	4094
13538.000000	chr17	83257441	245008	245417	chrE1	61081816	+	58032884	58033312	3512
7417.000000	chr17	83257441	245021	245221	chrE1	61081816	+	1122520	1122733	9971
9012.000000	chr17	83257441	245043	245246	chrE1	61081816	+	49219645	49219898	7072
10948.000000	chr17	83257441	245048	245391	chrE1	61081816	+	1122426	1122737	5114
4104.000000	chr17	83257441	245098	245200	chrE1	61081816	+	1122566	1122658	22302
7730.000000	chr17	83257441	245102	245310	chrE1	61081816	+	1039564	1039760	9278
14386.000000	chr17	83257441	245156	245493	chrE1	61081816	+	49219502	49219865	3133
10091.000000	chr17	83257441	245275	245490	chrE1	61081816	+	49219955	49220194	5835
9167.000000	chr17	83257441	306831	307459	chrE1	61081816	-	57638909	57639635	6857
3811.000000	chr17	83257441	307022	307299	chrE1	61081816	-	57639077	57639363	24220
8963.000000	chr17	83257441	307033	307449	chrE1	61081816	+	3441763	3442237	7132
9975.000000	chr17	83257441	307033	307474	chrE1	61081816	+	3442195	3442630	5957
10513.000000	chr17	83257441	307033	307449	chrE1	61081816	+	3442259	3442688	5427
6859.000000	chr17	83257441	307036	307459	chrE1	61081816	-	57639206	57639731	11318
4328.000000	chr17	83257441	307047	307315	chrE1	61081816	-	57639656	57639923	20927
2602.000000	chr17	83257441	307048	307198	chrE1	61081816	-	57639434	57639581	31892
4435.000000	chr17	83257441	307048	307299	chrE1	61081816	-	57639498	57639747	20295
5743.000000	chr17	83257441	307048	307459	chrE1	61081816	-	57639466	57639875	14627
3785.000000	chr17	83257441	307049	307299	chrE1	61081816	-	57639595	57639843	24384
4979.000000	chr17	83257441	307049	307459	chrE1	61081816	-	57639227	57639811	17624
5500.000000	chr17	83257441	307049	307395	chrE1	61081816	-	57639531	57639891	15482
9542.000000	chr17	83257441	307050	307453	chrE1	61081816	+	3442191	3442593	6414
9787.000000	chr17	83257441	307050	307452	chrE1	61081816	+	3442223	3442624	6160
2575.000000	chr17	83257441	307053	307187	chrE1	61081816	-	57639279	57639411	32050
3512.000000	chr17	83257441	307053	307246	chrE1	61081816	-	57639679	57639874	26161
3861.000000	chr17	83257441	307053	307299	chrE1	61081816	-	57639215	57639459	23890
3981.000000	chr17	83257441	307053	307299	chrE1	61081816	-	57639135	57639379	23107
4058.000000	chr17	83257441	307053	307315	chrE1	61081816	-	57639183	57639443	22621
5385.000000	chr17	83257441	307053	307459	chrE1	61081816	-	57639375	57639779	15894
5878.000000	chr17	83257441	307053	307459	chrE1	61081816	-	57639247	57639683	14165
4686.000000	chr17	83257441	307063	307459	chrE1	61081816	-	57639239	57639651	18977
8350.000000	chr17	83257441	307067	307401	chrE1	61081816	+	3442351	3442685	8124
9734.000000	chr17	83257441	307067	307474	chrE1	61081816	+	3441727	3442134	6213
10131.000000	chr17	83257441	307067	307453	chrE1	61081816	+	3441743	3442193	5795
10207.000000	chr17	83257441	307067	307453	chrE1	61081816	+	3441711	3442097	5714
5013.000000	chr17	83257441	307071	307395	chrE1	61081816	-	57639535	57639859	17453
3125.000000	chr17	83257441	307086	307246	chrE1	61081816	-	57639454	57639613	28431
2724.000000	chr17	83257441	307087	307235	chrE1	61081816	-	57639135	57639283	31068
3409.000000	chr17	83257441	307092	307315	chrE1	61081816	-	57639571	57639795	26771
2909.000000	chr17	83257441	307099	307299	chrE1	61081816	-	57639131	57639331	29796
3068.000000	chr17	83257441	307099	307299	chrE1	61081816	-	57639611	57639811	28786
2919.000000	chr17	83257441	307115	307299	chrE1	61081816	-	57639131	57639315	29724
3383.000000	chr17	83257441	307140	307395	chrE1	61081816	-	57639571	57639827	26911
2555.000000	chr17	83257441	307198	307355	chrE1	61081816	-	57639454	57639610	32178
2788.000000	chr17	83257441	307198	307357	chrE1	61081816	-	57639310	57639484	30605
3373.000000	chr17	83257441	307198	307459	chrE1	61081816	-	57639582	57639843	26961
2661.000000	chr17	83257441	307210	307395	chrE1	61081816	-	57639418	57639603	31503
2736.000000	chr17	83257441	307210	307427	chrE1	61081816	-	57639514	57639827	30962
2691.000000	chr17	83257441	307246	307459	chrE1	61081816	-	57639614	57639827	31300
2977.000000	chr17	83257441	307246	307438	chrE1	61081816	-	57639886	57640077	29378
16512.000000	chr17	83257441	319806	320315	chrE1	61081816	+	2771657	2772111	2505
15560.000000	chr17	83257441	319813	320253	chrE1	61081816	+	2771523	2772035	2746
15834.000000	chr17	83257441	319858	320253	chrE1	61081816	+	2771710	2772113	2670
10171.000000	chr17	83257441	319879	321384	chrE1	61081816	+	12757451	12766745	5754
14452.000000	chr17	83257441	319896	320245	chrE1	61081816	+	2771663	2772051	3110
11094.000000	chr17	83257441	319953	320253	chrE1	61081816	+	2771573	2771898	4999
9880.000000	chr17	83257441	319978	320253	chrE1	61081816	+	2771573	2771873	6076
10769.000000	chr17	83257441	320013	320253	chrE1	61081816	+	2771734	2771986	5251
9900.000000	chr17	83257441	320037	320247	chrE1	61081816	+	2771733	2771943	6047
7485.000000	chr17	83257441	320062	320238	chrE1	61081816	+	2771945	2772119	9792
4509.000000	chr17	83257441	361256	361326	chrE1	61081816	+	15529381	15529451	19896
4714.000000	chr17	83257441	361256	361326	chrE1	61081816	+	15529317	15529387	18843
3637.000000	chr17	83257441	361266	361347	chrE1	61081816	+	15529457	15529538	25359
58513.000000	chr17	83257441	378820	380241	chrE1	61081816	-	45537884	45539539	325
2846.000000	chr17	83257441	413469	413674	chrE1	61081816	+	15575549	15575736	30199
5032.000000	chr17	83257441	543085	543180	chrE1	61081816	+	15632599	15632688	17354
3745.000000	chr17	83257441	552930	552999	chrE1	61081816	+	15641066	15641135	24671
3499.000000	chr17	83257441	552995	553058	chrE1	61081816	+	15641066	15641129	26241
3712.000000	chr17	83257441	553059	553123	chrE1	61081816	+	15641065	15641129	24891
3958.000000	chr17	83257441	553124	553194	chrE1	61081816	+	15641065	15641135	23262
3499.000000	chr17	83257441	553190	553253	chrE1	61081816	+	15641066	15641129	26240
4098.000000	chr17	83257441	553254	553324	chrE1	61081816	+	15641065	15641135	22350
4666.000000	chr17	83257441	653086	653148	chrE1	61081816	+	15698501	15698563	19070
4435.000000	chr17	83257441	653110	653209	chrE1	61081816	+	15698345	15698563	20292
4291.000000	chr17	83257441	653208	653270	chrE1	61081816	+	15698501	15698563	21173
4641.000000	chr17	83257441	673471	673546	chrE1	61081816	+	15714821	15714896	19207
6027.000000	chr17	83257441	753131	753223	chrE1	61081816	+	15772855	15772947	13693
6252.000000	chr17	83257441	753222	753314	chrE1	61081816	+	15772855	15772947	12994
6252.000000	chr17	83257441	753313	753405	chrE1	61081816	+	15772855	15772947	12993
4932.000000	chr17	83257441	753404	753475	chrE1	61081816	+	15772855	15772926	17820
4113.000000	chr17	83257441	778465	778526	chrE1	61081816	+	15795235	15795296	22243
3392.000000	chr17	83257441	784498	784553	chrE1	61081816	+	15799779	15799834	26850
3346.000000	chr17	83257441	866998	867040	chrE1	61081816	+	15871165	15871207	27105
3346.000000	chr17	83257441	867040	867082	chrE1	61081816	+	15871165	15871207	27104
3346.000000	chr17	83257441	867082	867124	chrE1	61081816	+	15871165	15871207	27103
3346.000000	chr17	83257441	867124	867166	chrE1	61081816	+	15871165	15871207	27102
3346.000000	chr17	83257441	867208	867250	chrE1	61081816	+	15871165	15871207	27101
3346.000000	chr17	83257441	867250	867292	chrE1	61081816	+	15871165	15871207	27100
3468.000000	chr17	83257441	867334	867376	chrE1	61081816	+	15871165	15871207	26413
2980.000000	chr17	83257441	915843	915887	chrE1	61081816	+	15909828	15909872	29349
22209.000000	chr17	83257441	948800	949704	chrE1	61081816	-	58967626	58968526	1559
18458.000000	chr17	83257441	948806	949527	chrE1	61081816	-	58967634	58968387	2068
9631.000000	chr17	83257441	992369	992522	chrE1	61081816	-	37747508	37747692	6316
3407.000000	chr17	83257441	1006750	1006797	chrE1	61081816	+	15994737	15994785	26779
4247.000000	chr17	83257441	1010674	1010829	chrE1	61081816	+	43021601	43021754	21442
5275.000000	chr17	83257441	1121504	1121637	chrE1	61081816	+	16083983	16084098	16333
8142.000000	chr17	83257441	1150190	1150358	chrE1	61081816	-	44976255	44976421	8455
5660.000000	chr17	83257441	1195400	1195524	chrE1	61081816	+	16141518	16141643	14915
8990.000000	chr17	83257441	1209094	1209269	chrE1	61081816	+	16151911	16152069	7106
9832.000000	chr17	83257441	1270646	1271139	chrE1	61081816	-	22731261	22731728	6115
9576.000000	chr17	83257441	1288191	1288525	chrE1	61081816	-	57680115	57680393	6374
