chr17	143046	1333810	9	1000	+	83257441	chrE1	61081816	15337720	16309277	22573282
chr17	178190	178241	11506	1000	+	83257441	chrE1	61081816	15365658	15365709	3569
chr17	378820	380241	325	1000	-	83257441	chrE1	61081816	45537884	45539539	58513
chr17	413469	413674	30199	1000	+	83257441	chrE1	61081816	15575549	15575736	2846
chr17	543088	543180	17354	1000	+	83257441	chrE1	61081816	15632602	15632688	4873
chr17	552930	552999	24671	1000	+	83257441	chrE1	61081816	15641066	15641135	3745
chr17	552999	553058	26241	1000	+	83257441	chrE1	61081816	15641070	15641129	3277
chr17	553059	553123	24891	1000	+	83257441	chrE1	61081816	15641065	15641129	3712
chr17	553124	553194	23262	1000	+	83257441	chrE1	61081816	15641065	15641135	3958
chr17	553194	553253	26240	1000	+	83257441	chrE1	61081816	15641070	15641129	3277
chr17	553254	553324	22350	1000	+	83257441	chrE1	61081816	15641065	15641135	4098
chr17	653086	653148	19070	1000	+	83257441	chrE1	61081816	15698501	15698563	4666
chr17	653148	653209	20292	1000	+	83257441	chrE1	61081816	15698502	15698563	2733
chr17	673471	673546	19207	1000	+	83257441	chrE1	61081816	15714821	15714896	4641
chr17	753171	753222	13693	1000	+	83257441	chrE1	61081816	15772895	15772946	3341
chr17	753222	753313	12994	1000	+	83257441	chrE1	61081816	15772855	15772946	6184
chr17	753313	753405	12993	1000	+	83257441	chrE1	61081816	15772855	15772947	6252
chr17	753405	753469	17820	1000	+	83257441	chrE1	61081816	15772856	15772920	4446
chr17	778465	778526	22243	1000	+	83257441	chrE1	61081816	15795235	15795296	4113
chr17	784500	784533	26850	1000	+	83257441	chrE1	61081816	15799781	15799814	2035
chr17	866998	867040	27105	1000	+	83257441	chrE1	61081816	15871165	15871207	3346
chr17	867040	867082	27104	1000	+	83257441	chrE1	61081816	15871165	15871207	3346
chr17	867082	867124	27103	1000	+	83257441	chrE1	61081816	15871165	15871207	3346
chr17	867124	867166	27102	1000	+	83257441	chrE1	61081816	15871165	15871207	3346
chr17	867208	867250	27101	1000	+	83257441	chrE1	61081816	15871165	15871207	3346
chr17	867250	867292	27100	1000	+	83257441	chrE1	61081816	15871165	15871207	3346
chr17	867334	867376	26413	1000	+	83257441	chrE1	61081816	15871165	15871207	3468
chr17	915843	915887	29349	1000	+	83257441	chrE1	61081816	15909828	15909872	2980
chr17	1006750	1006797	26779	1000	+	83257441	chrE1	61081816	15994737	15994785	3407
chr17	1121504	1121637	16333	1000	+	83257441	chrE1	61081816	16083983	16084098	5275
chr17	1150190	1150358	8455	1000	-	83257441	chrE1	61081816	44976255	44976421	8142
chr17	1195400	1195524	14915	1000	+	83257441	chrE1	61081816	16141518	16141643	5660
chr17	1209094	1209269	7106	1000	+	83257441	chrE1	61081816	16151911	16152069	8990
chr17	1312658	1312947	6881	1000	+	83257441	chrE1	61081816	16257724	16258024	9149
chr17	1339662	22228698	3	1000	-	83257441	chrE1	61081816	45753331	51615269	33458296
chr17	1432138	1432206	18033	1000	+	83257441	chrE1	61081816	15232409	15232477	2939
chr17	1452452	1452496	22052	1000	+	83257441	chrE1	61081816	15213886	15213930	2681
chr17	1587506	1587624	12438	1000	-	83257441	chrE1	61081816	45970807	45970926	6433
chr17	1587737	1587862	14469	1000	-	83257441	chrE1	61081816	45970995	45971114	5787
chr17	1587929	1588107	6685	1000	-	83257441	chrE1	61081816	45971139	45971318	9316
chr17	1603058	1603502	1272	1000	+	83257441	chrE1	61081816	15090701	15091199	25584
chr17	2052377	2052447	27200	1000	-	83257441	chrE1	61081816	46379547	46379617	3330
chr17	2052525	2052587	25226	1000	-	83257441	chrE1	61081816	46379555	46379617	3659
chr17	2052805	2052867	25225	1000	-	83257441	chrE1	61081816	46379555	46379617	3659
chr17	2052875	2052937	25224	1000	-	83257441	chrE1	61081816	46379555	46379617	3659
chr17	2052945	2053007	25223	1000	-	83257441	chrE1	61081816	46379555	46379617	3659
chr17	2057405	2057719	1250	1000	-	83257441	chrE1	61081816	46382571	46382887	25817
chr17	2063664	2063712	20497	1000	-	83257441	chrE1	61081816	46389429	46389477	4312
chr17	2527364	2527659	4168	1000	+	83257441	chrE1	61081816	14285533	14285833	12299
chr17	2528197	2528348	9515	1000	+	83257441	chrE1	61081816	14283677	14283829	7606
chr17	2576467	2579076	306	1000	+	83257441	chrE1	61081816	14238008	14239954	61901
chr17	2601891	2603160	388	1000	+	83257441	chrE1	61081816	14210477	14213452	51546
chr17	2827689	2828047	3138	1000	+	83257441	chrE1	61081816	13946858	13947226	14373
chr17	2948395	2948461	9616	1000	-	83257441	chrE1	61081816	47162051	47162112	1584
chr17	3031224	3031304	20585	1000	-	83257441	chrE1	61081816	47226053	47226133	3582
chr17	3031304	3031400	20004	1000	-	83257441	chrE1	61081816	47226053	47226145	4489
chr17	3031400	3031469	22707	1000	-	83257441	chrE1	61081816	47226069	47226138	3282
chr17	3031469	3031549	24350	1000	-	83257441	chrE1	61081816	47226058	47226138	3567
chr17	3031623	3031708	23564	1000	-	83257441	chrE1	61081816	47226053	47226138	3912
chr17	3031782	3031856	22032	1000	-	83257441	chrE1	61081816	47226053	47226127	4149
chr17	3031941	3032025	22473	1000	-	83257441	chrE1	61081816	47226053	47226137	4083
chr17	3032179	3032259	24292	1000	-	83257441	chrE1	61081816	47226053	47226133	3576
chr17	3061868	3265307	17	1000	+	83257441	chrE1	61081816	13670159	13810485	497536
chr17	3064208	3102527	42	1000	-	83257441	chrE1	61081816	47281606	47309782	65601
chr17	3091479	3091727	12819	1000	+	83257441	chrE1	61081816	13669889	13670121	6303
chr17	3105459	3105676	331	1000	-	83257441	chrE1	61081816	47276692	47276902	570
chr17	3134062	3134458	1697	1000	-	83257441	chrE1	61081816	47321958	47322365	20869
chr17	3136781	3136872	320	1000	-	83257441	chrE1	61081816	47325346	47325599	287
chr17	3162063	3163948	310	1000	+	83257441	chrE1	61081816	13697882	13700578	59823
chr17	3192043	3197300	76	1000	+	83257441	chrE1	61081816	13734108	13751145	18230
chr17	3206019	3206152	20754	1000	+	83257441	chrE1	61081816	13703786	13703924	4355
